0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:27:03 +0900] "GET /join/join/view/board/script.js?timestamp=1735028823579 HTTP/1.1" 200 901
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:27:03 +0900] "GET /join/join/view/board/updateForm.jsp?num=12&pageNum=1 HTTP/1.1" 200 1395
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:27:03 +0900] "GET /join/join/view/board/script.js?timestamp=1735028823784 HTTP/1.1" 200 901
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:27:04 +0900] "GET /join/join/view/board/updateForm.jsp?num=12&pageNum=1 HTTP/1.1" 200 1395
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:27:04 +0900] "GET /join/join/view/board/script.js?timestamp=1735028824397 HTTP/1.1" 200 901
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:27:05 +0900] "GET /join/join/view/board/updateForm.jsp?num=12&pageNum=1 HTTP/1.1" 200 1395
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:27:05 +0900] "GET /join/join/view/board/script.js?timestamp=1735028825066 HTTP/1.1" 200 901
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:27:05 +0900] "GET /join/join/view/board/updateForm.jsp?num=12&pageNum=1 HTTP/1.1" 200 1395
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:27:05 +0900] "GET /join/join/view/board/script.js?timestamp=1735028825510 HTTP/1.1" 200 901
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:41:39 +0900] "GET /join/join/view/board/updateForm.jsp?num=12&pageNum=1 HTTP/1.1" 200 98
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:41:43 +0900] "GET /join/join/view/board/updateForm.jsp?num=12&pageNum=1 HTTP/1.1" 200 98
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:41:47 +0900] "GET /join/join/view/board/list.jsp?pageNum=1 HTTP/1.1" 200 7224
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:41:47 +0900] "GET /join/join/view/board/images/re.gif HTTP/1.1" 404 861
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:41:47 +0900] "GET /join/join/view/board/images/level.gif HTTP/1.1" 404 864
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:41:59 +0900] "GET /join/join/view/board/content.jsp?num=12&pageNum=1 HTTP/1.1" 200 3200
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:42:00 +0900] "GET /join/join/view/board/updateForm.jsp?num=12&pageNum=1 HTTP/1.1" 200 98
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:42:02 +0900] "GET /join/join/view/board/updateForm.jsp?num=12&pageNum=1 HTTP/1.1" 200 98
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:42:08 +0900] "GET /join/join/view/board/updateForm.jsp?num=12&pageNum=1 HTTP/1.1" 200 98
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:42:36 +0900] "GET /join/join/view/board/list.jsp?pageNum=1 HTTP/1.1" 200 7224
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:42:36 +0900] "GET /join/join/view/board/images/re.gif HTTP/1.1" 404 861
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:42:36 +0900] "GET /join/join/view/board/images/level.gif HTTP/1.1" 404 864
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:42:38 +0900] "GET /join/join/view/board/writeForm.jsp HTTP/1.1" 200 3427
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:42:38 +0900] "GET /join/join/view/board/script.js?timestamp=1735029758790 HTTP/1.1" 200 901
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:42:56 +0900] "POST /join/join/view/board/writeProc.jsp HTTP/1.1" 200 72
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:43:09 +0900] "POST /join/join/view/board/writeProc.jsp HTTP/1.1" 200 72
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:45:36 +0900] "GET /join/join/view/board/writeForm.jsp HTTP/1.1" 200 3427
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:45:36 +0900] "GET /join/join/view/board/script.js?timestamp=1735029936466 HTTP/1.1" 200 901
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:45:37 +0900] "GET /join/join/view/board/writeForm.jsp HTTP/1.1" 200 3427
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:45:37 +0900] "GET /join/join/view/board/script.js?timestamp=1735029937125 HTTP/1.1" 200 901
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:45:37 +0900] "GET /join/join/view/board/writeForm.jsp HTTP/1.1" 200 3427
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:45:37 +0900] "GET /join/join/view/board/script.js?timestamp=1735029937306 HTTP/1.1" 200 901
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:45:37 +0900] "GET /join/join/main.jsp HTTP/1.1" 200 3127
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:45:40 +0900] "GET /join/join/view/board/writeForm.jsp HTTP/1.1" 200 3427
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:45:40 +0900] "GET /join/join/view/board/script.js?timestamp=1735029940140 HTTP/1.1" 200 901
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:46:02 +0900] "POST /join/join/view/board/writeProc.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:46:02 +0900] "GET /join/join/view/board/list.jsp HTTP/1.1" 200 7770
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:46:02 +0900] "GET /join/join/view/board/images/re.gif HTTP/1.1" 404 861
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:46:02 +0900] "GET /join/join/view/board/images/level.gif HTTP/1.1" 404 864
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:46:04 +0900] "GET /join/join/view/board/content.jsp?num=18&pageNum=1 HTTP/1.1" 200 3201
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:46:07 +0900] "GET /join/join/view/board/deleteForm.jsp?num=18&pageNum=1 HTTP/1.1" 200 2877
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:46:07 +0900] "GET /join/join/view/board/script.js?timestamp=1735029967619 HTTP/1.1" 200 901
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:46:10 +0900] "POST /join/join/view/board/deleteProc.jsp HTTP/1.1" 200 102
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:46:11 +0900] "GET /join/join/view/board/list.jsp?pageNum=1 HTTP/1.1" 200 7224
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:46:11 +0900] "GET /join/join/view/board/images/re.gif HTTP/1.1" 404 861
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:46:11 +0900] "GET /join/join/view/board/images/level.gif HTTP/1.1" 404 864
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:46:12 +0900] "GET /join/join/view/board/content.jsp?num=12&pageNum=1 HTTP/1.1" 200 3200
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:46:13 +0900] "GET /join/join/view/board/updateForm.jsp?num=12&pageNum=1 HTTP/1.1" 200 1211
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:46:13 +0900] "GET /join/join/view/board/script.js?timestamp=1735029973968 HTTP/1.1" 200 901
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:46:19 +0900] "POST /join/join/view/board/updateProc.jsp?pageNum=1 HTTP/1.1" 200 187
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:46:24 +0900] "POST /join/join/view/board/updateProc.jsp?pageNum=1 HTTP/1.1" 200 187
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:46:25 +0900] "GET /join/join/view/board/content.jsp?num= HTTP/1.1" 500 2779
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:46:29 +0900] "POST /join/join/view/board/updateProc.jsp?pageNum=1 HTTP/1.1" 200 187
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:46:30 +0900] "POST /join/join/view/board/updateProc.jsp?pageNum=1 HTTP/1.1" 200 187
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:46:32 +0900] "GET /join/join/view/board/content.jsp?num= HTTP/1.1" 500 2779
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:46:37 +0900] "GET /join/join/view/board/writeForm.jsp HTTP/1.1" 200 3427
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:46:37 +0900] "GET /join/join/view/board/script.js?timestamp=1735029997774 HTTP/1.1" 200 901
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:46:56 +0900] "POST /join/join/view/board/writeProc.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:46:56 +0900] "GET /join/join/view/board/list.jsp HTTP/1.1" 200 7758
0:0:0:0:0:0:0:1 - - [24/Dec/2024:17:46:56 +0900] "GET /join/join/view/board/images/re.gif HTTP/1.1" 404 861
